"","SampleName","Well","Reef","Site","Habitat","Pale","Group","Temperature","PAR","ETR","QY"
"211","LB 3",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,59.15,14.4386,0.61
"212","LB 3",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,179.76,40.5029,0.56
"213","LB 3",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,300.37,62.2393,0.52
"214","LB 3",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,420.98,79.8272,0.47
"215","LB 3",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,541.59,94.126,0.43
"216","LB 3",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,662.2,104.7591,0.4
"217","LB 3",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,782.81,113.3511,0.36
"218","LB 3",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,903.42,119.6275,0.33
"219","LB 3",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,1024.03,124.8618,0.3
"220","LB 3",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,1144.64,125.299,0.27
"221","LB 3",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,1265.25,124.9115,0.25
"222","LB 3",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,1385.86,124.0841,0.22
"223","LB 3",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,1506.47,123.2442,0.2
"224","LB 3",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,1627.08,120.1811,0.18
"225","LB 3",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,1747.69,113.3708,0.16
"226","LB 3",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,59.15,13.9014,0.59
"227","LB 3",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,179.76,38.4698,0.54
"228","LB 3",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,300.37,60.1721,0.5
"229","LB 3",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,420.98,79.4222,0.47
"230","LB 3",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,541.59,95.6341,0.44
"231","LB 3",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,662.2,107.7269,0.41
"232","LB 3",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,782.81,116.6329,0.37
"233","LB 3",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,903.42,120.8929,0.33
"234","LB 3",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,1024.03,123.9883,0.3
"235","LB 3",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,1144.64,120.4359,0.26
"236","LB 3",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,1265.25,120.6041,0.24
"237","LB 3",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,1385.86,114.1558,0.21
"238","LB 3",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,1506.47,109.8643,0.18
"239","LB 3",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,1627.08,107.6143,0.17
"240","LB 3",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,1747.69,100.0386,0.14
"241","LB 3",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,59.15,10.6892,0.45
"242","LB 3",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,179.76,22.0499,0.31
"243","LB 3",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,300.37,27.5576,0.23
"244","LB 3",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,420.98,30.1085,0.18
"245","LB 3",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,541.59,30.9421,0.14
"246","LB 3",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,662.2,30.5817,0.12
"247","LB 3",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,782.81,28.1821,0.09
"248","LB 3",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,903.42,25.497,0.07
"249","LB 3",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,1024.03,23.3706,0.06
"250","LB 3",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,1144.64,19.325,0.04
"251","LB 3",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,1265.25,16.7366,0.03
"252","LB 3",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,1385.86,14.8946,0.03
"253","LB 3",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,1506.47,9.4519,0.02
"254","LB 3",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,1627.08,8.1266,0.01
"255","LB 3",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,1747.69,6.1784,0.01
"256","LB 3",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,59.15,8.3545,0.35
"257","LB 3",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,179.76,10.5881,0.15
"258","LB 3",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,300.37,9.6958,0.08
"259","LB 3",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,420.98,7.2981,0.04
"260","LB 3",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,541.59,6.6483,0.03
"261","LB 3",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,662.2,3.8777,0.01
"262","LB 3",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,782.81,3.5652,0.01
"263","LB 3",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,903.42,4.5848,0.01
"264","LB 3",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,1024.03,2.4054,0.01
"265","LB 3",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,1144.64,3.1798,0.01
"266","LB 3",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,1265.25,1.8211,0
"267","LB 3",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,1385.86,0.9816,0
"268","LB 3",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,1506.47,-4.4982,-0.01
"269","LB 3",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,1627.08,0.4606,0
"270","LB 3",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,1747.69,-1.2312,0
"271","LB 4",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,59.15,14.1505,0.6
"272","LB 4",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,179.76,37.7419,0.52
"273","LB 4",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,300.37,54.1118,0.45
"274","LB 4",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,420.98,65.5348,0.39
"275","LB 4",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,541.59,74.4015,0.34
"276","LB 4",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,662.2,78.6497,0.3
"277","LB 4",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,782.81,81.9569,0.26
"278","LB 4",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,903.42,85.5437,0.24
"279","LB 4",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,1024.03,87.263,0.21
"280","LB 4",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,1144.64,88.1569,0.19
"281","LB 4",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,1265.25,88.5878,0.18
"282","LB 4",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,1385.86,88.538,0.16
"283","LB 4",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,1506.47,87.0064,0.14
"284","LB 4",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,1627.08,84.0204,0.13
"285","LB 4",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,1747.69,84.5595,0.12
"286","LB 4",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,59.15,12.9612,0.55
"287","LB 4",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,179.76,34.3771,0.48
"288","LB 4",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,300.37,52.1987,0.43
"289","LB 4",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,420.98,67.4021,0.4
"290","LB 4",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,541.59,79.6072,0.37
"291","LB 4",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,662.2,88.6538,0.33
"292","LB 4",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,782.81,94.8475,0.3
"293","LB 4",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,903.42,100.193,0.28
"294","LB 4",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,1024.03,103.6716,0.25
"295","LB 4",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,1144.64,105.7398,0.23
"296","LB 4",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,1265.25,107.4229,0.21
"297","LB 4",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,1385.86,106.8738,0.19
"298","LB 4",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,1506.47,103.5813,0.17
"299","LB 4",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,1627.08,104.6512,0.16
"300","LB 4",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,1747.69,96.6675,0.14
"301","LB 4",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,59.15,13.65,0.58
"302","LB 4",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,179.76,37.8722,0.53
"303","LB 4",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,300.37,59.5318,0.5
"304","LB 4",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,420.98,78.6011,0.47
"305","LB 4",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,541.59,93.6202,0.43
"306","LB 4",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,662.2,104.6843,0.4
"307","LB 4",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,782.81,111.7924,0.36
"308","LB 4",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,903.42,115.6629,0.32
"309","LB 4",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,1024.03,117.8587,0.29
"310","LB 4",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,1144.64,117.8509,0.26
"311","LB 4",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,1265.25,115.2367,0.23
"312","LB 4",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,1385.86,113.608,0.2
"313","LB 4",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,1506.47,111.6422,0.19
"314","LB 4",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,1627.08,106.4314,0.16
"315","LB 4",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,1747.69,99.9203,0.14
"316","LB 4",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,59.15,12.3744,0.52
"317","LB 4",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,179.76,32.6323,0.45
"318","LB 4",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,300.37,51.603,0.43
"319","LB 4",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,420.98,68.4213,0.41
"320","LB 4",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,541.59,82.2353,0.38
"321","LB 4",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,662.2,93.0384,0.35
"322","LB 4",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,782.81,100.0199,0.32
"323","LB 4",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,903.42,104.6712,0.29
"324","LB 4",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,1024.03,105.8139,0.26
"325","LB 4",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,1144.64,107.4717,0.23
"326","LB 4",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,1265.25,105.4082,0.21
"327","LB 4",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,1385.86,102.4961,0.18
"328","LB 4",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,1506.47,97.584,0.16
"329","LB 4",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,1627.08,93.5286,0.14
"330","LB 4",4,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",34.5,1747.69,87.261,0.12
"331","LB 4",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,59.15,9.8651,0.42
"332","LB 4",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,179.76,20.9709,0.29
"333","LB 4",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,300.37,28.4687,0.24
"334","LB 4",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,420.98,33.1706,0.2
"335","LB 4",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,541.59,34.9411,0.16
"336","LB 4",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,662.2,35.3561,0.13
"337","LB 4",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,782.81,33.1971,0.11
"338","LB 4",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,903.42,32.5414,0.09
"339","LB 4",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,1024.03,30.4806,0.07
"340","LB 4",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,1144.64,26.0991,0.06
"341","LB 4",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,1265.25,25.1429,0.05
"342","LB 4",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,1385.86,20.782,0.04
"343","LB 4",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,1506.47,17.2367,0.03
"344","LB 4",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,1627.08,12.5444,0.02
"345","LB 4",5,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",35.75,1747.69,11.382,0.02
"346","LB 4",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,59.15,5.7019,0.24
"347","LB 4",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,179.76,6.4956,0.09
"348","LB 4",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,300.37,5.9154,0.05
"349","LB 4",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,420.98,4.8685,0.03
"350","LB 4",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,541.59,4.8883,0.02
"351","LB 4",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,662.2,3.6157,0.01
"352","LB 4",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,782.81,4.1473,0.01
"353","LB 4",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,903.42,3.049,0.01
"354","LB 4",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,1024.03,1.5321,0
"355","LB 4",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,1144.64,1.6568,0
"356","LB 4",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,1265.25,2.8556,0.01
"357","LB 4",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,1385.86,1.9846,0
"358","LB 4",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,1506.47,2.1983,0
"359","LB 4",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,1627.08,1.1665,0
"360","LB 4",6,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",37,1747.69,2.9671,0
"361","LB 5",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,59.15,13.5819,0.57
"362","LB 5",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,179.76,38.4901,0.54
"363","LB 5",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,300.37,55.6835,0.46
"364","LB 5",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,420.98,75.2743,0.45
"365","LB 5",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,541.59,92.3247,0.43
"366","LB 5",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,662.2,106.796,0.4
"367","LB 5",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,782.81,124.0932,0.4
"368","LB 5",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,903.42,121.2414,0.34
"369","LB 5",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,1024.03,147.2162,0.36
"370","LB 5",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,1144.64,151.6336,0.33
"371","LB 5",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,1265.25,155.0258,0.31
"372","LB 5",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,1385.86,155.3995,0.28
"373","LB 5",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,1506.47,158.5153,0.26
"374","LB 5",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,1627.08,154.9244,0.24
"375","LB 5",1,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",24.5,1747.69,142.7218,0.2
"376","LB 5",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,59.15,13.391,0.57
"377","LB 5",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,179.76,37.3977,0.52
"378","LB 5",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,300.37,55.3784,0.46
"379","LB 5",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,420.98,74.6615,0.44
"380","LB 5",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,541.59,89.5756,0.41
"381","LB 5",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,662.2,105.7547,0.4
"382","LB 5",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,782.81,117.7121,0.38
"383","LB 5",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,903.42,111.1311,0.31
"384","LB 5",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,1024.03,136.8791,0.33
"385","LB 5",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,1144.64,138.7266,0.3
"386","LB 5",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,1265.25,145.6298,0.29
"387","LB 5",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,1385.86,155.0957,0.28
"388","LB 5",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,1506.47,147.1786,0.24
"389","LB 5",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,1627.08,150.1812,0.23
"390","LB 5",2,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",29.5,1747.69,150.4417,0.22
"391","LB 5",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,59.15,13.1906,0.56
"392","LB 5",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,179.76,37.0725,0.52
"393","LB 5",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,300.37,56.2811,0.47
"394","LB 5",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,420.98,76.7995,0.46
"395","LB 5",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,541.59,92.9948,0.43
"396","LB 5",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,662.2,109.0287,0.41
"397","LB 5",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,782.81,123.2556,0.39
"398","LB 5",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,903.42,129.6485,0.36
"399","LB 5",3,"Opal Reef","Long Bommie","Upper slope-crest","FALSE","Opal Long Bommie",31.5,1024.03,140.9911,0.34
